centro_hospitalario,area,categoria,ult_grado,esc_med_gral,esc_esp,anios_prac,casos,hall_disc,hall_arb,hall_dem,mcc_aut,mcc_no_aut,rechazo_fam,no_hosp,per_sol_aut,med_aut,fmr_sol_aut,com_sug_op
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19c,20d,21c,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19c,20d,21c,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19c,20d,21d,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19c,20d,21d,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19c,20d,21f,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19c,20d,21f,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19c,20d,21g,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19c,20d,21g,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19c,20e,21a,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19c,20e,21a,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19c,20e,21b,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19c,20e,21b,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19c,20e,21c,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19c,20e,21c,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19c,20e,21d,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19c,20e,21d,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19c,20e,21f,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19c,20e,21f,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19c,20e,21g,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19c,20e,21g,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19d,20b,21a,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19d,20b,21a,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19d,20b,21b,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19d,20b,21b,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19d,20b,21c,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19d,20b,21c,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19d,20b,21d,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19d,20b,21d,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19d,20b,21f,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19d,20b,21f,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19d,20b,21g,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19d,20b,21g,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19d,20c,21a,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19d,20c,21a,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19d,20c,21b,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19d,20c,21b,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19d,20c,21c,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19d,20c,21c,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19d,20c,21d,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19d,20c,21d,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19d,20c,21f,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19d,20c,21f,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19d,20c,21g,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19d,20c,21g,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19d,20d,21a,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19d,20d,21a,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19d,20d,21b,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19d,20d,21b,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19d,20d,21c,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19d,20d,21c,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19d,20d,21d,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19d,20d,21d,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19d,20d,21f,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19d,20d,21f,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19d,20d,21g,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19d,20d,21g,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19d,20e,21a,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19d,20e,21a,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19d,20e,21b,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19d,20e,21b,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19d,20e,21c,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19d,20e,21c,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19d,20e,21d,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19d,20e,21d,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19d,20e,21f,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19d,20e,21f,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19d,20e,21g,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18b,19d,20e,21g,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19a,20b,21a,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19a,20b,21a,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19a,20b,21b,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19a,20b,21b,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19a,20b,21c,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19a,20b,21c,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19a,20b,21d,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19a,20b,21d,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19a,20b,21f,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19a,20b,21f,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19a,20b,21g,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19a,20b,21g,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19a,20c,21a,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19a,20c,21a,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19a,20c,21b,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19a,20c,21b,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19a,20c,21c,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19a,20c,21c,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19a,20c,21d,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19a,20c,21d,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19a,20c,21f,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19a,20c,21f,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19a,20c,21g,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19a,20c,21g,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19a,20d,21a,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19a,20d,21a,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19a,20d,21b,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19a,20d,21b,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19a,20d,21c,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19a,20d,21c,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19a,20d,21d,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19a,20d,21d,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19a,20d,21f,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19a,20d,21f,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19a,20d,21g,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19a,20d,21g,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19a,20e,21a,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19a,20e,21a,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19a,20e,21b,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19a,20e,21b,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19a,20e,21c,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19a,20e,21c,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19a,20e,21d,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19a,20e,21d,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19a,20e,21f,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19a,20e,21f,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19a,20e,21g,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19a,20e,21g,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19c,20b,21a,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19c,20b,21a,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19c,20b,21b,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19c,20b,21b,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19c,20b,21c,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19c,20b,21c,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19c,20b,21d,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19c,20b,21d,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19c,20b,21f,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19c,20b,21f,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19c,20b,21g,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19c,20b,21g,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19c,20c,21a,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19c,20c,21a,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19c,20c,21b,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19c,20c,21b,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19c,20c,21c,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19c,20c,21c,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19c,20c,21d,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19c,20c,21d,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19c,20c,21f,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19c,20c,21f,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19c,20c,21g,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19c,20c,21g,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19c,20d,21a,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19c,20d,21a,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19c,20d,21b,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19c,20d,21b,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19c,20d,21c,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19c,20d,21c,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19c,20d,21d,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19c,20d,21d,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19c,20d,21f,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19c,20d,21f,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19c,20d,21g,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19c,20d,21g,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19c,20e,21a,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19c,20e,21a,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19c,20e,21b,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19c,20e,21b,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19c,20e,21c,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19c,20e,21c,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19c,20e,21d,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19c,20e,21d,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19c,20e,21f,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19c,20e,21f,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19c,20e,21g,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19c,20e,21g,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19d,20b,21a,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19d,20b,21a,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19d,20b,21b,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19d,20b,21b,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19d,20b,21c,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19d,20b,21c,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19d,20b,21d,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19d,20b,21d,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19d,20b,21f,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19d,20b,21f,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19d,20b,21g,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19d,20b,21g,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19d,20c,21a,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19d,20c,21a,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19d,20c,21b,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19d,20c,21b,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19d,20c,21c,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19d,20c,21c,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19d,20c,21d,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19d,20c,21d,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19d,20c,21f,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19d,20c,21f,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19d,20c,21g,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19d,20c,21g,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19d,20d,21a,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19d,20d,21a,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19d,20d,21b,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19d,20d,21b,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19d,20d,21c,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19d,20d,21c,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19d,20d,21d,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19d,20d,21d,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19d,20d,21f,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19d,20d,21f,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19d,20d,21g,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19d,20d,21g,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19d,20e,21a,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19d,20e,21a,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19d,20e,21b,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19d,20e,21b,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19d,20e,21c,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19d,20e,21c,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19d,20e,21d,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19d,20e,21d,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19d,20e,21f,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19d,20e,21f,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19d,20e,21g,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18c,19d,20e,21g,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18f,19a,20b,21a,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18f,19a,20b,21a,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18f,19a,20b,21b,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18f,19a,20b,21b,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18f,19a,20b,21c,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18f,19a,20b,21c,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18f,19a,20b,21d,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18f,19a,20b,21d,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18f,19a,20b,21f,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18f,19a,20b,21f,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18f,19a,20b,21g,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18f,19a,20b,21g,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18f,19a,20c,21a,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18f,19a,20c,21a,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18f,19a,20c,21b,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18f,19a,20c,21b,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18f,19a,20c,21c,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18f,19a,20c,21c,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18f,19a,20c,21d,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18f,19a,20c,21d,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18f,19a,20c,21f,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18f,19a,20c,21f,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18f,19a,20c,21g,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18f,19a,20c,21g,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18f,19a,20d,21a,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18f,19a,20d,21a,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18f,19a,20d,21b,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18f,19a,20d,21b,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18f,19a,20d,21c,22c
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18f,19a,20d,21c,22k
H11,a3,c1,g8,c1,c102,3c,4d,7c,8a,11e,14c,16f,17a,18f,19a,20d,21d,22c
